,id,state_change_user_id,state_change_date,state,accountable_id,transaction_type_id,ledger_template_id,date_applicable
148,149,1,2022-11-02 15:32:15.562613+00:00,2,A6N-13N-62-S209^2006-03-21,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-12-21
149,150,1,2022-11-02 15:32:15.562629+00:00,2,A6N-13N-62-S210^2017-03-20,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-12-20
150,151,1,2022-11-02 15:32:15.562646+00:00,2,A6N-13N-62-S211^2017-03-08,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-08
151,152,1,2022-11-02 15:32:15.562662+00:00,2,A6N-13N-62-S212^2011-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
152,153,1,2022-11-02 15:32:15.562678+00:00,2,A6N-13N-62-S214^2018-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
153,154,1,2022-11-02 15:32:15.562694+00:00,2,A6N-13N-62-S217^2018-12-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-11-01
154,155,1,2022-11-02 15:32:15.562710+00:00,2,A6N-13N-62-S219^2004-02-09,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-09
155,156,1,2022-11-02 15:32:15.562726+00:00,2,A6N-13N-62-S221^2018-06-15,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-15
156,157,1,2022-11-02 15:32:15.562743+00:00,2,A6N-13N-62-S222^2022-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-06-01
157,158,1,2022-11-02 15:32:15.562759+00:00,2,A6N-13N-62-S301^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
158,159,1,2022-11-02 15:32:15.562775+00:00,2,A6N-13N-62-S302^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-12-01
159,160,1,2022-11-02 15:32:15.562791+00:00,2,A6N-13N-62-S303^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-02-07
160,161,1,2022-11-02 15:32:15.562808+00:00,2,A6N-13N-62-S304^2022-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-04-01
161,162,1,2022-11-02 15:32:15.562824+00:00,2,A6N-13N-62-S305^2021-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
162,163,1,2022-11-02 15:32:15.562840+00:00,2,A6N-13N-62-S306^2018-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-11-01
163,164,1,2022-11-02 15:32:15.562856+00:00,2,A6N-13N-62-S308^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-03-01
164,165,1,2022-11-02 15:32:15.562872+00:00,2,A6N-13N-62-S308^2022-07-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-07-01
165,166,1,2022-11-02 15:32:15.562905+00:00,2,A6N-13N-62-S309^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-03-01
166,167,1,2022-11-02 15:32:15.562927+00:00,2,A6N-13N-62-S310^2021-12-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
167,168,1,2022-11-02 15:32:15.562945+00:00,2,A6N-13N-62-S310^2022-07-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-07-01
168,169,1,2022-11-02 15:32:15.562962+00:00,2,A6N-13N-62-S311^2021-11-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
169,170,1,2022-11-02 15:32:15.562979+00:00,2,A6N-13N-62-S312^2017-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
170,171,1,2022-11-02 15:32:15.562995+00:00,2,A6N-13N-62-S314^2019-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
171,172,1,2022-11-02 15:32:15.563012+00:00,2,A6N-13N-62-S315^2019-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
172,173,1,2022-11-02 15:32:15.563028+00:00,2,A6N-13N-62-S317^2022-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-06-03
173,174,1,2022-11-02 15:32:15.563045+00:00,2,A6N-13N-62-S318^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
174,175,1,2022-11-02 15:32:15.563061+00:00,2,A6N-13N-62-S319^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
175,176,1,2022-11-02 15:32:15.563078+00:00,2,A6N-13N-62-S321^1996-08-13,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-13
176,177,1,2022-11-02 15:32:15.563094+00:00,2,A6N-13N-62-S322^2021-01-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
177,178,1,2022-11-02 15:32:15.563110+00:00,2,A6N-13N-66^2019-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
178,179,1,2022-11-02 15:32:15.563126+00:00,2,A6N-13N-68^1999-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
179,180,1,2022-11-02 15:32:15.563143+00:00,2,A6N-13N-62-S301^2022-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-09-17
180,181,1,2022-11-02 15:32:15.563160+00:00,2,A6N-13N-62-S202^2022-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-09-22
181,182,1,2022-11-02 15:32:15.563176+00:00,2,K1-17-57^2001-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2021-12-01
182,183,1,2022-11-02 15:32:15.563192+00:00,2,K1-17-53^2017-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2022-01-01
183,184,1,2022-11-02 15:32:15.563209+00:00,2,C18-1N-39^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2022-04-01
184,185,1,2022-11-02 15:32:15.563225+00:00,2,K1-17-43^2017-07-15,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2022-01-15
185,186,1,2022-11-02 15:32:15.563241+00:00,2,K1-17-47^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2022-01-01
186,187,1,2022-11-02 15:32:15.563258+00:00,2,C18-1N-33^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2021-12-01
187,188,1,2022-11-02 15:32:15.563274+00:00,2,C18-1N-41^2021-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2022-01-01
188,189,1,2022-11-02 15:32:15.563291+00:00,2,K1-17-37^2012-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2021-12-01
