,id,state_change_user_id,state_change_date,state,accountable_id,transaction_type_id,ledger_template_id,date_applicable
148,149,1,2022-12-13 17:41:19.809059+00:00,2,A6N-13N-62-S208^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
149,150,1,2022-12-13 17:41:19.809076+00:00,2,A6N-13N-62-S209^2006-03-21,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-12-21
150,151,1,2022-12-13 17:41:19.809094+00:00,2,A6N-13N-62-S210^2017-03-20,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-12-20
151,152,1,2022-12-13 17:41:19.809129+00:00,2,A6N-13N-62-S211^2017-03-08,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-08
152,153,1,2022-12-13 17:41:19.809151+00:00,2,A6N-13N-62-S212^2011-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
153,154,1,2022-12-13 17:41:19.809170+00:00,2,A6N-13N-62-S214^2018-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
154,155,1,2022-12-13 17:41:19.809188+00:00,2,A6N-13N-62-S217^2018-12-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-11-01
155,156,1,2022-12-13 17:41:19.809206+00:00,2,A6N-13N-62-S219^2004-02-09,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-09
156,157,1,2022-12-13 17:41:19.809223+00:00,2,A6N-13N-62-S221^2018-06-15,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-15
157,158,1,2022-12-13 17:41:19.809241+00:00,2,A6N-13N-62-S222^2022-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-06-01
158,159,1,2022-12-13 17:41:19.809259+00:00,2,A6N-13N-62-S301^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
159,160,1,2022-12-13 17:41:19.809276+00:00,2,A6N-13N-62-S302^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-12-01
160,161,1,2022-12-13 17:41:19.809294+00:00,2,A6N-13N-62-S303^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-02-07
161,162,1,2022-12-13 17:41:19.809312+00:00,2,A6N-13N-62-S304^2022-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-03-28
162,163,1,2022-12-13 17:41:19.809331+00:00,2,A6N-13N-62-S305^2021-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
163,164,1,2022-12-13 17:41:19.809348+00:00,2,A6N-13N-62-S306^2018-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-11-01
164,165,1,2022-12-13 17:41:19.809366+00:00,2,A6N-13N-62-S308^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-03-01
165,166,1,2022-12-13 17:41:19.809384+00:00,2,A6N-13N-62-S308^2022-07-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-07-01
166,167,1,2022-12-13 17:41:19.809401+00:00,2,A6N-13N-62-S309^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-03-01
167,168,1,2022-12-13 17:41:19.809419+00:00,2,A6N-13N-62-S310^2021-12-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
168,169,1,2022-12-13 17:41:19.809436+00:00,2,A6N-13N-62-S310^2022-07-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-07-01
169,170,1,2022-12-13 17:41:19.809453+00:00,2,A6N-13N-62-S311^2021-11-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
170,171,1,2022-12-13 17:41:19.809471+00:00,2,A6N-13N-62-S312^2017-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
171,172,1,2022-12-13 17:41:19.809488+00:00,2,A6N-13N-62-S314^2019-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
172,173,1,2022-12-13 17:41:19.809505+00:00,2,A6N-13N-62-S315^2019-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
173,174,1,2022-12-13 17:41:19.809522+00:00,2,A6N-13N-62-S317^2022-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-06-03
174,175,1,2022-12-13 17:41:19.809540+00:00,2,A6N-13N-62-S318^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
175,176,1,2022-12-13 17:41:19.809557+00:00,2,A6N-13N-62-S319^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
176,177,1,2022-12-13 17:41:19.809575+00:00,2,A6N-13N-62-S321^1996-08-13,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-13
177,178,1,2022-12-13 17:41:19.809592+00:00,2,A6N-13N-62-S322^2021-01-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
178,179,1,2022-12-13 17:41:19.809609+00:00,2,A6N-13N-66^2019-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
179,180,1,2022-12-13 17:41:19.809626+00:00,2,A6N-13N-68^1999-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
180,181,1,2022-12-13 17:41:19.809644+00:00,2,A6N-13N-62-S301^2022-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-09-17
181,182,1,2022-12-13 17:41:19.809661+00:00,2,A6N-13N-62-S202^2022-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-09-22
182,183,1,2022-12-13 17:41:19.809678+00:00,2,K1-17-57^2001-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2021-12-01
183,184,1,2022-12-13 17:41:19.809695+00:00,2,K1-17-53^2017-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2022-01-01
184,185,1,2022-12-13 17:41:19.809712+00:00,2,C18-1N-39^2022-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2022-04-01
185,186,1,2022-12-13 17:41:19.809729+00:00,2,K1-17-43^2017-07-15,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2022-01-15
186,187,1,2022-12-13 17:41:19.809746+00:00,2,K1-17-47^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2022-01-01
187,188,1,2022-12-13 17:41:19.809763+00:00,2,C18-1N-33^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2021-12-01
188,189,1,2022-12-13 17:41:19.809781+00:00,2,C18-1N-33^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2022-01-01
189,190,1,2022-12-13 17:41:19.809798+00:00,2,C18-1N-41^2021-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA y Retefuente-Efectivo,2022-01-01
190,191,1,2022-12-13 17:41:19.809815+00:00,2,K1-17-37^2012-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble con IVA-Efectivo,2021-12-01
191,192,1,2022-12-13 18:58:47.213962+00:00,1,A6N-13N-62-S210^2022-10-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-10-01
192,193,1,2022-12-13 19:09:40.696962+00:00,1,A6N-13N-62-S210^2022-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-10-01
193,194,1,2022-12-13 19:09:59.842634+00:00,1,A6N-13N-62-S210^2022-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-10-01
194,195,1,2022-12-13 19:10:28.513482+00:00,1,A6N-13N-62-S220^2022-11-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-11-01
195,196,1,2022-12-13 19:10:42.986046+00:00,1,A6N-13N-62-S220^2022-11-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-11-01
196,197,1,2022-12-13 19:10:52.385478+00:00,1,A6N-13N-62-S220^2022-11-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-11-01
197,198,1,2022-12-13 19:12:00.785799+00:00,1,A6N-13N-62-S304^2021-02-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
198,199,1,2022-12-13 19:12:10.609012+00:00,1,A6N-13N-62-S304^2021-02-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
199,200,1,2022-12-13 19:12:20.264405+00:00,1,A6N-13N-62-S304^2021-02-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
